class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42
  ,0.0,0.0,0.18072289156626506,-0.028112449799196786,0.3614457831325301,-0.15261044176706828,0.5140562248995983,-0.2570281124497992,0.6546184738955824,-0.3092369477911647,0.23293172690763053,-0.46184738955823296,0.26907630522088355,-0.6827309236947792,0.27710843373493976,-0.8232931726907631,0.285140562248996,-0.9357429718875502,0.08835341365461848,-0.4939759036144578,0.10441767068273092,-0.7349397590361446,0.12048192771084337,-0.8875502008032129,0.13253012048192772,-1.0,-0.04819277108433735,-0.46184738955823296,-0.060240963855421686,-0.6907630522088354,-0.060240963855421686,-0.8393574297188755,-0.05622489959839357,-0.9518072289156626,-0.17269076305220885,-0.3855421686746988,-0.20481927710843373,-0.5502008032128514,-0.21686746987951808,-0.6586345381526104,-0.21686746987951808,-0.7550200803212851
  ,0.0,0.0,0.1660377358490566,-0.06037735849056604,0.3132075471698113,-0.19245283018867926,0.4641509433962264,-0.2943396226415094,0.6113207547169811,-0.3622641509433962,0.16226415094339622,-0.4830188679245283,0.21132075471698114,-0.690566037735849,0.2339622641509434,-0.8264150943396227,0.2490566037735849,-0.9358490566037736,0.03018867924528302,-0.5056603773584906,0.05660377358490566,-0.7396226415094339,0.07924528301886792,-0.8867924528301887,0.1018867924528302,-1.0,-0.10566037735849057,-0.4679245283018868,-0.12075471698113208,-0.690566037735849,-0.11320754716981132,-0.8339622641509434,-0.09811320754716982,-0.9547169811320755,-0.24150943396226415,-0.3849056603773585,-0.30566037735849055,-0.5471698113207547,-0.32452830188679244,-0.660377358490566,-0.3283018867924528,-0.7660377358490567
  ,0.0,0.0,-0.10043668122270742,-0.019650655021834062,-0.1943231441048035,-0.07205240174672489,-0.27074235807860264,-0.11790393013100436,-0.34279475982532753,-0.15065502183406113,-0.12663755458515283,-0.22707423580786026,-0.15938864628820962,-0.3406113537117904,-0.17903930131004367,-0.4126637554585153,-0.1943231441048035,-0.4737991266375546,-0.05895196506550218,-0.23799126637554585,-0.07641921397379912,-0.3646288209606987,-0.08733624454148471,-0.44759825327510916,-0.09606986899563319,-0.5152838427947598,0.010917030567685589,-0.22270742358078602,-0.002183406113537118,-0.34279475982532753,-0.010917030567685589,-0.4170305676855895,-0.021834061135371178,-0.48034934497816595,0.08296943231441048,-0.1943231441048035,0.10043668122270742,-0.28820960698689957,0.10480349344978165,-0.3471615720524017,0.10480349344978165,-0.4017467248908297,-0.8384279475982532,0.004366812227074236,-0.74235807860262,-0.043668122270742356,-0.6572052401746725,-0.13100436681222707,-0.5764192139737991,-0.19868995633187772,-0.4868995633187773,-0.22489082969432314,-0.7270742358078602,-0.28602620087336245,-0.7052401746724891,-0.4039301310043668,-0.6965065502183406,-0.48034934497816595,-0.6899563318777293,-0.5480349344978166,-0.7969432314410481,-0.29694323144104806,-0.7816593886462883,-0.4344978165938865,-0.7707423580786026,-0.519650655021834,-0.7641921397379913,-0.5917030567685589,-0.8646288209606987,-0.27729257641921395,-0.8733624454148472,-0.40829694323144106,-0.8755458515283843,-0.49344978165938863,-0.8733624454148472,-0.5698689956331878,-0.9344978165938864,-0.2314410480349345,-0.9716157205240175,-0.32751091703056767,-0.9890829694323144,-0.3951965065502183,-1.0,-0.4585152838427948
  ,0.0,0.0,-0.10835214446952596,-0.03160270880361174,-0.2076749435665914,-0.09706546275395034,-0.291196388261851,-0.15124153498871332,-0.3656884875846501,-0.1873589164785553,-0.12415349887133183,-0.26410835214446954,-0.16027088036117382,-0.38148984198645597,-0.18284424379232506,-0.4492099322799097,-0.20090293453724606,-0.510158013544018,-0.05869074492099323,-0.27539503386004516,-0.07674943566591422,-0.40857787810383744,-0.08803611738148984,-0.4898419864559819,-0.09706546275395034,-0.5575620767494357,0.009029345372460496,-0.2595936794582393,-0.002257336343115124,-0.38148984198645597,-0.013544018058690745,-0.45372460496614,-0.02708803611738149,-0.5214446952595937,0.08126410835214447,-0.2234762979683973,0.09932279909706546,-0.32054176072234764,0.10609480812641084,-0.38148984198645597,0.10609480812641084,-0.4401805869074492,-0.8668171557562077,-0.013544018058690745,-0.7584650112866818,-0.06320541760722348,-0.6591422121896162,-0.15124153498871332,-0.5733634311512416,-0.20993227990970656,-0.48758465011286684,-0.24153498871331827,-0.7268623024830699,-0.3160270880361174,-0.6930022573363431,-0.43792325056433407,-0.6794582392776524,-0.5169300225733634,-0.672686230248307,-0.5846501128668171,-0.7923250564334086,-0.3295711060948081,-0.7674943566591422,-0.4672686230248307,-0.7494356659142212,-0.5530474040632054,-0.7404063205417607,-0.6230248306997742,-0.8623024830699775,-0.31376975169300225,-0.8600451467268623,-0.4492099322799097,-0.8555304740406321,-0.5327313769751693,-0.8487584650112867,-0.6049661399548533,-0.9345372460496614,-0.2708803611738149,-0.9683972911963883,-0.37020316027088035,-0.9864559819413092,-0.43792325056433407,-1.0,-0.5056433408577878
  ,0.0,0.0,-0.1050228310502283,-0.04337899543378995,-0.20319634703196346,-0.1187214611872146,-0.2876712328767123,-0.17123287671232876,-0.3584474885844749,-0.2100456621004566,-0.12100456621004566,-0.2876712328767123,-0.15296803652968036,-0.410958904109589,-0.1735159817351598,-0.4840182648401826,-0.1917808219178082,-0.54337899543379,-0.05251141552511415,-0.2968036529680365,-0.07077625570776255,-0.4315068493150685,-0.0821917808219178,-0.5136986301369864,-0.091324200913242,-0.5799086757990868,0.01598173515981735,-0.2808219178082192,0.0091324200913242,-0.408675799086758,-0.00228310502283105,-0.4817351598173516,-0.0136986301369863,-0.547945205479452,0.08904109589041095,-0.24429223744292236,0.1095890410958904,-0.3424657534246575,0.11643835616438356,-0.4018264840182648,0.1187214611872146,-0.4611872146118721,-0.8744292237442922,-0.0319634703196347,-0.7648401826484018,-0.0776255707762557,-0.6666666666666666,-0.1643835616438356,-0.5776255707762558,-0.228310502283105,-0.4885844748858447,-0.2557077625570776,-0.728310502283105,-0.3333333333333333,-0.6917808219178082,-0.454337899543379,-0.678082191780822,-0.5319634703196348,-0.6689497716894978,-0.5981735159817352,-0.7968036529680366,-0.3470319634703196,-0.7648401826484018,-0.4817351598173516,-0.7465753424657534,-0.5684931506849316,-0.7351598173515982,-0.6415525114155252,-0.865296803652968,-0.3333333333333333,-0.8561643835616438,-0.4657534246575342,-0.8493150684931506,-0.5502283105022832,-0.8424657534246576,-0.6187214611872146,-0.9383561643835616,-0.2945205479452055,-0.9680365296803652,-0.3904109589041096,-0.9863013698630136,-0.4589041095890411,-1.0,-0.5228310502283106
  ,0.0,0.0,-0.10633484162895927,-0.042986425339366516,-0.21040723981900453,-0.12895927601809956,-0.29411764705882354,-0.19230769230769232,-0.36877828054298645,-0.22850678733031674,-0.12217194570135746,-0.2986425339366516,-0.1583710407239819,-0.42081447963800905,-0.1832579185520362,-0.49547511312217196,-0.20361990950226244,-0.5588235294117647,-0.05429864253393665,-0.30995475113122173,-0.07239819004524888,-0.4457013574660634,-0.083710407239819,-0.5294117647058824,-0.09502262443438914,-0.5995475113122172,0.01583710407239819,-0.29411764705882354,0.004524886877828055,-0.42081447963800905,-0.004524886877828055,-0.49547511312217196,-0.01809954751131222,-0.5656108597285068,0.08823529411764706,-0.26018099547511314,0.10633484162895927,-0.3574660633484163,0.11085972850678733,-0.42081447963800905,0.11085972850678733,-0.4796380090497738,-0.8755656108597285,-0.038461538461538464,-0.7669683257918553,-0.08144796380090498,-0.667420814479638,-0.17194570135746606,-0.5769230769230769,-0.23076923076923078,-0.48642533936651583,-0.25339366515837103,-0.7285067873303167,-0.3416289592760181,-0.6877828054298643,-0.46153846153846156,-0.669683257918552,-0.5361990950226244,-0.6606334841628959,-0.5995475113122172,-0.7941176470588235,-0.3552036199095023,-0.7601809954751131,-0.48868778280542985,-0.7420814479638009,-0.5723981900452488,-0.7330316742081447,-0.6402714932126696,-0.8642533936651584,-0.3438914027149321,-0.8552036199095022,-0.4751131221719457,-0.8506787330316742,-0.5565610859728507,-0.8438914027149321,-0.6289592760180995,-0.9366515837104072,-0.3076923076923077,-0.9660633484162896,-0.4004524886877828,-0.9864253393665159,-0.4660633484162896,-1.0,-0.5294117647058824
  ,0.0,0.0,-0.10762331838565023,-0.04932735426008968,-0.21300448430493274,-0.1367713004484305,-0.29596412556053814,-0.19730941704035873,-0.36771300448430494,-0.23094170403587444,-0.12331838565022421,-0.30269058295964124,-0.16367713004484305,-0.42376681614349776,-0.18834080717488788,-0.49551569506726456,-0.2085201793721973,-0.5605381165919282,-0.05605381165919283,-0.31614349775784756,-0.07399103139013453,-0.4484304932735426,-0.08295964125560538,-0.531390134529148,-0.09417040358744394,-0.600896860986547,0.01569506726457399,-0.30269058295964124,0.004484304932735426,-0.4260089686098655,-0.006726457399103139,-0.5022421524663677,-0.020179372197309416,-0.5717488789237668,0.08744394618834081,-0.26905829596412556,0.10538116591928251,-0.3632286995515695,0.10986547085201794,-0.42376681614349776,0.10986547085201794,-0.4820627802690583,-0.8789237668161435,-0.053811659192825115,-0.7690582959641256,-0.09641255605381166,-0.6659192825112108,-0.17713004484304934,-0.5807174887892377,-0.23542600896860988,-0.49551569506726456,-0.2600896860986547,-0.7309417040358744,-0.3475336322869955,-0.6928251121076233,-0.4663677130044843,-0.679372197309417,-0.5403587443946188,-0.6704035874439462,-0.6053811659192825,-0.7982062780269058,-0.3632286995515695,-0.7645739910313901,-0.49551569506726456,-0.7466367713004485,-0.5762331838565022,-0.7376681614349776,-0.6434977578475336,-0.8654708520179372,-0.35201793721973096,-0.8565022421524664,-0.4798206278026906,-0.852017937219731,-0.5605381165919282,-0.8430493273542601,-0.6300448430493274,-0.9372197309417041,-0.31614349775784756,-0.968609865470852,-0.4080717488789238,-0.9865470852017937,-0.47085201793721976,-1.0,-0.5291479820627802
  ,0.0,0.0,-0.10596026490066225,-0.046357615894039736,-0.2119205298013245,-0.13245033112582782,-0.2958057395143488,-0.19205298013245034,-0.3686534216335541,-0.2229580573951435,-0.12582781456953643,-0.30022075055187636,-0.16556291390728478,-0.4194260485651214,-0.18984547461368653,-0.4922737306843267,-0.2097130242825607,-0.5540838852097131,-0.05739514348785872,-0.31567328918322296,-0.0772626931567329,-0.4481236203090508,-0.08830022075055188,-0.5275938189845475,-0.09933774834437085,-0.5960264900662252,0.011037527593818985,-0.30242825607064017,0.002207505518763797,-0.423841059602649,-0.008830022075055188,-0.5011037527593819,-0.024282560706401765,-0.5673289183222958,0.08167770419426049,-0.2671081677704194,0.10375275938189846,-0.3598233995584989,0.10816777041942605,-0.4216335540838852,0.10816777041942605,-0.47902869757174393,-0.8807947019867549,-0.05077262693156733,-0.7726269315673289,-0.08830022075055188,-0.673289183222958,-0.17218543046357615,-0.58719646799117,-0.23178807947019867,-0.5011037527593819,-0.25386313465783666,-0.7373068432671082,-0.34216335540838855,-0.6997792494481236,-0.45916114790286977,-0.6843267108167771,-0.5320088300220751,-0.673289183222958,-0.5938189845474614,-0.8035320088300221,-0.3576158940397351,-0.7726269315673289,-0.4878587196467991,-0.7549668874172185,-0.5695364238410596,-0.7439293598233996,-0.6357615894039735,-0.8719646799116998,-0.3465783664459161,-0.8675496688741722,-0.4746136865342163,-0.8631346578366446,-0.5562913907284768,-0.8587196467991169,-0.6247240618101545,-0.9426048565121413,-0.3090507726269316,-0.9713024282560706,-0.40176600441501104,-0.9889624724061811,-0.46357615894039733,-1.0,-0.5231788079470199
  ,0.0,0.0,-0.10722100656455143,-0.045951859956236324,-0.2100656455142232,-0.12910284463894967,-0.29540481400437635,-0.18818380743982493,-0.36542669584245074,-0.2210065645514223,-0.12472647702407003,-0.29321663019693656,-0.16411378555798686,-0.4135667396061269,-0.19037199124726478,-0.48577680525164113,-0.2100656455142232,-0.5514223194748359,-0.05689277899343545,-0.31072210065645517,-0.07658643326039387,-0.4420131291028446,-0.08533916849015317,-0.5229759299781181,-0.0962800875273523,-0.5908096280087527,0.01312910284463895,-0.2975929978118162,0.00437636761487965,-0.4201312910284464,-0.006564551422319475,-0.49671772428884026,-0.02188183807439825,-0.5645514223194749,0.08315098468271334,-0.26695842450765866,0.10065645514223195,-0.35667396061269147,0.10722100656455143,-0.41575492341356673,0.10940919037199125,-0.4726477024070022,-0.87527352297593,-0.04814004376367615,-0.7680525164113785,-0.087527352297593,-0.6695842450765864,-0.16849015317286653,-0.5820568927789934,-0.22538293216630198,-0.49452954048140046,-0.24945295404814005,-0.7330415754923414,-0.33916849015317285,-0.6958424507658644,-0.4551422319474836,-0.6805251641137856,-0.5273522975929978,-0.6717724288840262,-0.5886214442013129,-0.7986870897155361,-0.35667396061269147,-0.7636761487964989,-0.48358862144420134,-0.7483588621444202,-0.5645514223194749,-0.7396061269146609,-0.6301969365426696,-0.8665207877461707,-0.34573304157549234,-0.8599562363238512,-0.4726477024070022,-0.8533916849015317,-0.5514223194748359,-0.849015317286652,-0.6192560175054704,-0.936542669584245,-0.31072210065645517,-0.9693654266958425,-0.3982494529540481,-0.986870897155361,-0.45951859956236324,-1.0,-0.5185995623632386
  ,0.0,0.0,-0.10284463894967177,-0.0525164113785558,-0.20568927789934355,-0.13785557986870897,-0.2910284463894967,-0.19474835886214442,-0.3588621444201313,-0.22538293216630198,-0.11597374179431072,-0.29978118161925604,-0.15536105032822758,-0.4179431072210066,-0.17943107221006566,-0.49015317286652077,-0.2013129102844639,-0.5514223194748359,-0.05032822757111598,-0.31291028446389496,-0.06783369803063458,-0.4442013129102845,-0.0787746170678337,-0.5251641137855579,-0.08971553610503283,-0.5951859956236324,0.0175054704595186,-0.29978118161925604,0.0087527352297593,-0.4223194748358862,-0.002188183807439825,-0.49452954048140046,-0.015317286652078774,-0.562363238512035,0.087527352297593,-0.2647702407002188,0.10722100656455143,-0.35667396061269147,0.1137855579868709,-0.41575492341356673,0.1137855579868709,-0.4726477024070022,-0.8730853391684902,-0.04814004376367615,-0.7680525164113785,-0.09190371991247265,-0.6695842450765864,-0.17067833698030635,-0.5864332603938731,-0.22975929978118162,-0.5054704595185996,-0.25820568927789933,-0.7330415754923414,-0.3413566739606127,-0.6980306345733042,-0.4573304157549234,-0.6827133479212254,-0.5295404814004376,-0.6739606126914661,-0.5929978118161926,-0.8008752735229759,-0.35667396061269147,-0.7702407002188184,-0.48577680525164113,-0.7527352297592997,-0.5667396061269147,-0.7417943107221007,-0.6301969365426696,-0.8687089715536105,-0.3435448577680525,-0.8643326039387309,-0.47045951859956237,-0.8599562363238512,-0.5514223194748359,-0.8533916849015317,-0.6192560175054704,-0.9409190371991247,-0.3041575492341357,-0.9693654266958425,-0.3938730853391685,-0.986870897155361,-0.4551422319474836,-1.0,-0.5142231947483589
